desc,ja3_hash,ja3_str
Slack,3d72e4827837391cd5b6f5c6b2d5b1e1,"769,49195-49199-52393-52392-52244-52243-49162-49172-49161-49171-156-53-47-10,65281-0-23-35-13-5-18-30032-11-10,23-24,0"
Slackbot Link Expander,22cca8ed59288f4984724f0ee03484ea,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49170-49160-22-19-49165-49155-10-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49164-49154-5-4-21-18-9-255,0-11-10-13-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
SpiderOak (tested: 6.0.1),f51156bcd5033603e750c8bd4db254e3,"769,49172-49162-57-56-136-135-49167-49157-53-132-49171-49161-51-50-154-153-69-68-49166-49156-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-49165-49155-10-21-18-9-255,11-10-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Synology DDNS Beacon,cab4a6a0c7ac91c2bd9e93cb0507ad4e,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49170-49160-22-19-49165-49155-10-255,0-11-10-13-15-21,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Tenable Passive Vulnerability Scanner Plugin Updater,24993abb75ddda7eaf0709395e47ab4e,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-255,11-10-35-13-15-21,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Test FP: Dridex Malware,74927e242d6c3febf8cb9cab10a7f889,"771,60-47-61-53-5-10-49191-49171-49172-49195-49187-49196-49188-49161-49162-64-50-106-56-19-4,65281-10-11-13,23-24,0"
Test FP: Nuclear Exploit Kit,f3603b5b21cdb30f2a089b78fc2dde0d,"769,49195-49199-49162-49161-49171-49172-51-57-47-53-255,0-11-10-35-13-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Test FP: Nuclear Exploit Kit,4d7a28d6f2263ed61de88ca66eb011e3,"771,60-47-61-53-5-10-49191-49171-49172-49195-49187-49196-49188-49161-49162-64-50-106-56-19-4,65281-0-10-11-13,23-24,0"
Test FP: Tweetdeck maybe Webkit,38aea89b122f799954cf3f4e8878498b,"769,255-49196-49195-49188-49187-49162-49161-49160-49200-49199-49192-49191-49172-49171-49170-157-156-61-60-53-47-10-49159-49169-5-4,0-10-11-5-18,23-24-25,0"
TextSecure Name Lookup (Tested: Android),97d3b9036d5a4d7f1fe33fe730f38231,"769,49195-49199-158-49162-49161-49171-49172-49159-49169-51-50-57-156-47-53-10-5-4-255,0-11-10-35-13-16,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
ThunderBird (v17.0 OS X),207409c2b30e670ca50e1eac016a4831,"769,255-49162-49172-136-135-57-56-49167-49157-132-53-49159-49161-49169-49171-69-68-51-50-49164-49166-49154-49156-150-65-5-4-47-49160-49170-22-19-49165-49155-65279-10,0-10-11-35,23-24-25,0"
ThunderBird (v38.0.1 OS X),4623da8b4586a8a4b86e31d689aa0c15,"769,49195-49199-49162-49161-49171-49172-51-57-47-53-10,0-65281-10-11-35-5-13-21,23-24-25,0"
ThunderBird (v38.0.1 OS X),6fd163150b060dd7d07add280f42f4ed,"769,49195-49199-49162-49161-49171-49172-51-57-47-53-10,0-65281-10-11-35-5-13,23-24-25,0"
Thunderbird 38.7.0 (openSUSE Leap 42.1),4623da8b4586a8a4b86e31d689aa0c15,"769,49195-49199-49162-49161-49171-49172-51-57-47-53-10,0-65281-10-11-35-5-13-21,23-24-25,0"
Tor Browser (tested: 5.0.1f - May clash with FF38),0ed768d6e3bc66af60d31315afd423f2,"769,49195-49199-49162-49161-49171-49172-51-57-47-53-10,0-65281-10-11-13172-16-5-13,23-24-25,0"
Tor Browser (v4.5.3 OS X - based on FF 31.8.0),8c9a7fe81ba61dab1454e08f42f0a004,"769,49195-49199-49162-49161-49171-49172-49170-49159-49169-51-50-69-57-56-136-22-47-65-53-132-10-5-4,0-65281-10-11-13172-5-13,23-24-25,0"
Tor Relay Traffic (tested 0.2.7.6),5b3eee2766b876e623ba05508d269830,"769,49195-49199-49162-49161-49171-49172-49170-49159-49169-51-50-69-57-56-136-22-47-65-53-132-10-5-4-255,0-11-10-13-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Tor Relay Traffic (tested 0.2.7.6),79f0842a32b359d1b683c569bd07f23b,"769,49195-49199-49162-49161-49171-49172-49170-49159-49169-51-50-69-57-56-136-22-47-65-53-132-10-5-4-255,0-11-10-35-13-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Tor Uplink (via Tails distro),79f0842a32b359d1b683c569bd07f23b,"769,49195-49199-49162-49161-49171-49172-49170-49159-49169-51-50-69-57-56-136-22-47-65-53-132-10-5-4-255,0-11-10-35-13-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Tor uplink (tested: 0.2.6.10),659007d8bae74d1053f6ca4a329d25a7,"769,49195-49199-49162-49161-49171-49172-49170-49159-49169-51-50-69-57-56-136-22-47-65-53-132-10-5-4-255,0-11-10-35-13-15,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Tracking something (noted with Dropbox Installer & Skype - Win 10),bc329d2a71e749067424502f1f72e13a,"769,49172-49171-53-47-49162-49161-56-50-10-19-5-4,0-5-10-11-35-23-65281,23-24,0"
Trident/7.0,aea96546ac042f29fed1e2203a9b4c3f,"771,60-47-61-53-10-49191-49171-49172-49195-49187-49196-49188-49161-49162-64-50-106-56-19,65281-0-5-10-11-13-35-16-13172,23-24,0"
Trident/7.0,2a458dd9c65afbcf591cd8c2a194b804,"771,60-47-61-53-5-10-49191-49171-49172-49195-49187-49196-49188-49161-49162-64-50-106-56-19-4,65281-0-5-10-11-13,23-24,0"
UMich Scanner (can use: zgrab),9a1c3fed39b016b8d81cc77dae70f60f,"769,3-6-8,5-10-11-13-65281-15,23-24-25,0"
UMich Scanner (can use: zgrab),0e580f864235348848418123f96bbaa0,"769,20-17-23-25,5-10-11-13-65281-15,23-24-25,0"
UMich Scanner (can use: zgrab),dc76bc3a4e3bc38939dfd90d8b7214b7,"769,49195-49199-158-52244-52243-52245-49162-49172-57-49161-49171-51-49159-49169-156-53-47-5-4-10,5-10-11-13-65281-15,23-24-25,0"
UNVERIFIED: May be BlueCoat proxy,f6bae8bacf93b5e97e80b594ffeba859,"769,49199-49171-49172-47-53-10-255,0-11-10-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Ubuntu Software Center,b9b4d1f7283b5ddc59d0b8d15e386106,"769,49172-49162-49186-49185-57-56-136-135-49167-49157-53-132-49170-49160-49180-49179-22-19-49165-49155-10-49171-49161-49183-49182-51-50-154-153-69-68-49166-49156-47-150-65-49169-49159-49164-49154-5-4-255,11-10-35-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Ubuntu Software Center,633e9558d4b25b46e8b1c49e10faaff4,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49170-49160-22-19-49165-49155-10-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49164-49154-5-4-255,11-10-35-13-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Ubuntu Web Socket #1,ac206b75530d569a0a64cec378eb4b66,"769,49195-49199-158-49162-49161-49171-49172-51-57-156-47-53-10,0-65281-10-11-35-30032-5-18-13,23-24-25,0"
Ubuntu Web Socket #2,94feb9008aeb393e76bac31b30af6ad0,"769,49195-49199-158-49162-49161-49171-49172-51-57-156-47-53-10,0-65281-10-11-35-5-18-13-21,23-24-25,0"
Ubuntu Web Socket #3,f1b7bbeb8b79cecd728c72bba350d173,"769,49195-49199-158-49162-49161-49171-49172-51-57-156-47-53-10,0-65281-10-11-35-5-18-13,23-24-25,0"
Ubuntu Web Socket #4,3f00755c412442e642f5572ed4f2eaf2,"769,49195-49199-158-49162-49161-49171-49172-51-57-156-47-53-10,0-65281-10-11-35-30032-5-18-13-21,23-24-25,0"
Unidentified attack tool,90f6c4b0577fb24a31bea0acc1fcc27d,"768,47-10-19-57-4-255,13,,"
Unknown SMTP Server (used by Facebook),26cdef14ec70c2d6ebd943fe8069c4da,"769,49171-49161-49172-49162-51-57-50-49169-49159-47-53-10-5-4-255,11-10-35,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Unknown SMTP server (207.46.100.103),23a9b0eb3584e358816a123c208a2c8b,"771,49192-49191-49172-49171-61-60-53-47-10,10-11-13-65281,24-23,0"
Unknown TLS Scanner,18e9afaf91db6f8a2470e7435c2a1d6b,"770,49162-49172-57-107-53-61-49159-49161-49187-49169-49171-49191-51-103-50-5-4-47-60-10,61184-65281-10-11-35-13172-30031-5,23-24-25,0"
Unknown: 192.168.1.23:53352 -> 95.85.50.201:443,4392ae644e5a440b3b5f84b490893589,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-20-17-14-11-8-6-3-255,0-11-10-35-13-15,14-13-25-28-11-12-27-24-9-10-26-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Unknown: BrowserStack timeframe SMTP STARTLS,7bc3475b771c44c764614397da069d28,"769,49177-167-109-58-137-49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49176-166-108-52-155-70-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49174-24-49169-49159-49164-49154-5-4-49175-27-49170-49160-22-19-16-13-49165-49155-10-26-21-18-15-12-9-25-20-17-8-6-23-3-255,11-10-35-13-15-21,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Unknown: Something on Android that talks to Google Analytics.. help,335ec05b3ddb3800a8df47641c2d8e33,"769,49195-49196-49199-49200-158-159-49161-49162-49171-49172-51-57-49159-49169-156-157-47-53-5-255,0-11-10-35-13-21,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
VLC,81fb3e51bf3f18c5755146c28d07431b,"768,49195-49196-49161-49187-49162-49188-49160-49199-49200-49171-49191-49172-49170-156-47-60-53-61-65-132-10-5-4-158-51-103-57-107-69-136-22-162-50-64-56-106-68-135-19-102,5-0-65281-35-10-11-13,19-21-23-24-25,0"
VMWare Fusion / Workstation / Player Update Check 8.x-12.x,cff90930827e8b0f4e5a6fcc17319954,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49170-49160-22-19-49165-49155-10-255,0-11-10-13-15-13172-21,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
VMware vSphere Client (Tested v4.1.0),48e69b57de145720885af2894f2ab9e7,"769,49172-49171-49162-49161-53-47-56-50-10-19-5-4,10-11-65281,25-23-24,0"
Valve Steam Client #1,2d96ffb535c7c7a30cad924b9b9f2b52,"769,49199-49195-49200-49196-49191-49187-49171-49161-49192-49188-49172-49162-49170-49160-156-60-47-157-61-53-65-132-10-5-255,11-10-35-13-15-21,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Valve Steam Client #2,ab1fa6468096ab057291aa381d5de2b7,"769,49195-49199-158-52244-52243-52245-49162-49172-57-49161-49171-51-156-53-47-10-255,0-23-35-13-5-13172-18-11-10,23-24,0"
VirtualBox Update Poll (tested 5.0.8 r103449),41e3681b7c8c915e33b1f80d275c19d5,"769,159-107-57-157-61-53-158-103-51-154-156-60-47-150-255,0-13-15-13172,,"
WPScan (tested: 2.9 Kali),4c8ff2ddb1890482e5989b80e48b54d4,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49170-49160-22-19-16-13-49165-49155-10-255,0-11-10-13-15-13172-16-21,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Web,0172e9e41a8940e6a809967e4835214a,"769,255-49196-49195-49188-49187-49162-49161-49160-49200-49199-49192-49191-49172-49171-49170-157-156-61-60-53-47-10-49159-49169-5-4,0-10-11-13-13172-16-5-18-21,23-24-25,0"
WebKit per Safari 9.0.1 (11601.2.7.2),58d97971a14d0520c5c56caa75470948,"769,255-49196-49195-49188-49187-49162-49161-49160-49200-49199-49192-49191-49172-49171-49170-157-156-61-60-53-47-10-49159-49169-5-4,0-10-11-13-5-18,23-24-25,0"
WebKit per Safari 9.0.1 (11601.2.7.2),9ef7a86952e78eeb83590ff4d82a5538,"769,255-49196-49195-49188-49187-49162-49161-49160-49200-49199-49192-49191-49172-49171-49170-157-156-61-60-53-47-10-49159-49169-5-4,0-10-11-13-13172-16-5-18,23-24-25,0"
WeeChat,8e1172bd5dcc4698928c7eb454a2c3de,"769,49195-49196-49286-49287-49161-49187-49162-49188-49266-49267-49160-49159-49199-49200-49290-49291-49171-49191-49172-49192-49270-49271-49170-49169-156-157-49274-49275-47-60-53-61-65-186-132-192-10-5-4-158-159-49276-49277-51-103-57-107-69-190-136-196-22-162-163-49280-49281-50-64-56-106-68-189-135-195-19-102,5-65281-35-10-11-13,23-24-25-21-19,0"
Wii-U,444434ebe3f52b8453c3803bff077ebd,"769,49172-49162-57-49167-49157-53-49170-49160-22-49165-49155-10-49171-49161-51-49166-49156-47-49169-49159-49164-49154-5-4-21-9-20-8-3-255,0-11-10,1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25,0-1-2"
Win default thing a la webkit,c8d1364bba308db5a4a20c65c58ffde1,"771,49192-49191-49172-49171-159-158-157-156-61-60-53-47-49196-49195-49188-49187-49162-49161-106-64-56-50-10-19,65281-0-5-10-11-13-35,23-24,0"
Windows 10 Native Connection,aee020803d10a4d39072817184c8eedc,"771,49196-49195-49200-49199-159-158-49188-49187-49192-49191-49162-49161-49172-49171-157-156-61-60-53-47-10-106-64-56-50-19,0-5-10-11-13-35-23-65281,23-24,0"
Windows 10 WebSockets (inc Edge) #1,205200cdaac61b110838556b834070d1,"771,49200-49199-49192-49191-49172-49171-159-158-157-156-61-60-53-47-49196-49195-49188-49187-49162-49161-106-64-56-50-10-19,0-5-10-11-13-35-23-65281,23-24,0"
Windows 10 WebSockets (inc Edge) #2,5a0fa8873e5ffe7d9385647adc8912d7,"771,49200-49199-49192-49191-49172-49171-159-158-157-156-61-60-53-47-49196-49195-49188-49187-49162-49161-106-64-56-50-10-19,0-5-10-11-13-35-16-23-65281,23-24,0"
Windows 8.x Apps Store thing (unconfirmed),a7b2f0639f58f97aec151e015be1f684,"771,49192-49191-49172-49171-159-158-157-156-61-60-53-47-49196-49195-49188-49187-49162-49161-106-64-56-50-10-19-5-4,0-10-11-13-35-65281,23-24,0"
Windows 8.x Builtin Mail Client,0d15924fe8f8950a3ec3a916e97c8498,"769,49172-49171-53-47-49162-49161-56-50-10-19-5-4,0-10-11-35-65281,23-24,0"
Windows 8.x TLS Socket,a8ee937cf82bb0972fecc23d63c9cd82,"769,49195-49199-158-52244-52243-52245-49162-49172-57-49161-49171-51-156-53-47-10,65281-0-23-35-13-5-13172-18-30032-11-10,23-24,0"
Windows Diagnostic and Telemetry (also Security Essentials and Microsoft Defender) (Tested Win7),4025f224557638ee81afc4f272fd7577,"769,49172-49171-49162-49161-53-47-56-50-10-19-5-4,0-10-11-65281,25-23-24,0"
Windows Java Plugin (tested: v8 Update 60),2db6873021f2a95daa7de0d93a1d1bf2,"771,49187-49191-60-49189-49193-103-64-49161-49171-47-49156-49166-51-50-49195-49199-156-49197-49201-158-162-49160-49170-10-49155-49165-22-19-255,10-11-13-0,23-1-3-19-21-6-7-9-10-24-11-12-25-13-14-15-16-17-2-18-4-5-20-8-22,0"
Yahoo! Slurp Indexer,de364c46b0dfc283b5e38c79ceae3f8f,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-49170-49160-154-153-69-68-22-19-49201-49197-49193-49189-49166-49156-49165-49155-156-60-47-150-65-10-7-49169-49159-49164-49154-5-4-255,0-11-10-13-15,25-24-23,0-1-2"
Yahoo! Slurp Indexer,1202a58b454f54a47d2c216567ebd4fb,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-49170-49160-154-153-69-68-22-19-49201-49197-49193-49189-49166-49156-49165-49155-156-60-47-150-65-10-7-49169-49159-49164-49154-5-4-255,0-11-10-35-13-15,25-24-23,0-1-2"
Yandex Bot,d83881675de3f6aacbcc0b2bae6f8923,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-255,0-11-10-35-13-15,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Zite (Android) 1 - May collide with Chrome,f8f5b71e02603b283e55b50d17ede861,"769,49161-49162-49171-49172-51-57-50-56-49159-49169-47-53-5-255,11-10,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Zite (Android) 2 - May collide with Chome,5ae88f37a16f1b054f2edff1c8730471,"769,52244-52243-52245-49195-49199-158-49162-49172-57-49161-49171-51-156-53-47-10-255,0-23-35-13-5-13172-18-16-11-10,23-24,0"
atom.io #1,4e5e5d9fbc43697be755696191fe649a,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-49165-49155-10-21-18-9-255,0-11-10-35-13-13172,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
atom.io #2,c94858c6eb06de179493b3fac847143e,"769,49199-49195-49200-49196-158-49191-103-49192-107-49188-49172-49162-165-163-161-159-106-105-104-57-56-55-54-49202-49198-49194-49190-49167-49157-157-61-53-49187-49171-49161-164-162-160-64-63-62-51-50-49-48-49201-49197-49193-49189-49166-49156-156-60-47-49170-49160-22-19-16-13-49165-49155-10-255,0-11-10-35-13-13172,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
curl (tested: 7.22.0 on Linux),764b8952983230b0ac23dbd3741d2bb0,"769,49172-49162-49186-49185-57-56-136-135-49167-49157-53-132-49170-49160-49180-49179-22-19-49165-49155-10-49171-49161-49183-49182-51-50-154-153-69-68-49166-49156-47-150-65-49169-49159-49164-49154-5-4-21-18-9-20-17-8-6-3-255,0-11-10-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
curl (tested: 7.43.0 OS X),9f198208a855994e1b8ec82c892b7d37,"769,255-49196-49195-49188-49187-49162-49161-49160-49200-49199-49192-49191-49172-49171-49170-49198-49197-49190-49189-49157-49156-49155-49202-49201-49194-49193-49167-49166-49165-159-158-107-103-57-51-22-157-156-61-60-53-47-10-49159-49169-49154-49164-5-4-175-174-141-140-138-139,0-10-11-13-5-18,23-24-25,0"
curl 7.35.0 (tested Ubuntu 14.x  openssl 1.0.1f),c458ae71119005c8bc26d38a215af68f,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49170-49160-22-19-49165-49155-10-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-255,0-11-10-13-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
curl 7.37.0 / links 2.8 / git 2.6.6 (openSUSE Leap 42.1),e14d427fab707af91e4bbd0bf03076f8,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49164-49154-5-4-49170-49160-22-19-49165-49155-10-255,0-11-10-13-15-21,25-24-22-23-20-21-18-19-15-16-17,0-1-2"
curl,f672d8f0e827ca1e704a9489b14dd316,"769,255-49188-49187-49162-49161-49160-49192-49191-49172-49171-49170-49190-49189-49157-49156-49155-49194-49193-49167-49166-49165-107-103-57-51-22-61-60-53-47-10-49159-49169-49154-49164-5-4-175-174-141-140-138-139,0-10-11-13,23-24-25,0"
curl/7.19.7 (x86_64-redhat-linux-gnu) libcurl/7.19.7 NSS/3.16.2.3 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,e3891da2a758d67ba921e5eec0b9707d,"769,255-57-107-56-53-61-51-103-50-5-4-47-60-22-19-10,0,,"
fetchmail 6.3.26 (openSUSE Leap 42.1),a698fe6c52d210e3376bb6667729d4d2,"769,49172-49162-57-56-136-135-49167-49157-53-132-49171-49161-51-50-154-153-69-68-49166-49156-47-150-65-49169-49159-49164-49154-5-4-49170-49160-22-19-49165-49155-10-255,11-10-35-15,25-24-22-23-20-21-18-19-15-16-17,0-1-2"
git commandline (tested: 1.9. Linux),3e765b7a69050906e5e48d020921b98e,"768,51-103-69-57-107-136-22-50-64-68-56-106-135-19-47-60-65-53-61-132-10,0-65281-13,,"
golang (tested: 1.4.1),f11b0fca6c063aa69d8d39e0d68b6178,"769,49199-49195-49169-49159-49171-49161-49172-49162-5-47-53-49170-10,0-5-10-11-13-65281,23-24-25,0"
https://www.virustotal.com/file/07853289247c4c932ddfbf4c215b4e86240fab6661a6d6a85ac8ee37fe92b9be/analysis/1433596684/,318b9778e96efb5090c43b514c7ab184,"769,52244-52243-49195-49199-158-49162-49161-49171-49172-49159-49169-51-50-57-156-47-53-10-5-4,0-65281-10-11-35-13172-16-5-18-13,23-24-25,0"
iOS AppleWebKit/534.46,dc08cf4510f70bf16d4106ee22f89197,"771,255-49188-49187-49162-49161-49159-49160-49192-49191-49172-49171-49169-49170-49190-49189-49194-49193-49156-49157-49154-49155-49166-49167-49164-49165-61-60-47-5-4-53-10-103-107-51-57-22,0-10-11-13,23-24-25,0"
iOS AppleWebKit/536.26,06d930b072bf052b10d0a9eea1554f60,"771,255-49188-49187-49162-49161-49159-49160-49192-49191-49172-49171-49169-49170-49190-49189-49194-49193-49156-49157-49154-49155-49166-49167-49164-49165-61-60-47-5-4-53-10-103-107-51-57-22-49158-49168-49153-49163-59-2-1,0-10-11-13,23-24-25,0"
iOS Mail App (tested: iOS 9.3.3),99204897b101b15f87e9b07f67453f4e,"769,255-49188-49187-49162-49161-49160-49192-49191-49172-49171-49170-107-103-57-51-22-61-60-53-47-10-49159-49169-5-4,0-10-11-5-18,23-24-25,0"
iTunes/iBooks #1,c6ecc5ba2a6ab724a7430fa4890d957d,"769,49195-49199-158-52244-52243-49162-49172-57-49161-49171-51-156-53-47-10-49192,65281-0-23-35-13-5-13172-18-16-30032-11-10,23-24,0"
iTunes/iBooks #2,c07295da5465d5705a38f044e53ef7c4,"769,49162-49172-57-49161-49171-51-53-47-10-22016,65281-0-23-35-5-13172-18-16-30032-11-10,23-24,0"
mitmproxy,4d01f8b1afc22e138127611b62f1e6ec,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49164-49154-5-4-49170-49160-22-19-49165-49155-10-21-18-9-255,0-11-10-35-13-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
mitmproxy,8ef6a005eae3d51b652ffe41984f8869,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49164-49154-5-4-49170-49160-22-19-49165-49155-10-21-18-9-255,11-10-35-13-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
mutt (tested: 1.5.23 - OS X),9d5869f950eeca2e39196c61fdf510c8,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-255,11-10-35-13-15,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
